50, Self-emp-not-inc,13, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
35, Self-emp-inc,9, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
51, Self-emp-inc,12, Married-civ-spouse, Sales, White, Male, United-States, <=50K
33, Private,10, Never-married, Exec-managerial, White, Male, United-States, <=50K
71, Private,14, Divorced, Prof-specialty, White, Female, Germany, <=50K
48, Private,14, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
53, Self-emp-not-inc,9, Married-civ-spouse, Sales, White, Male, United-States, <=50K
40, Private,11, Married-civ-spouse, Adm-clerical, White, Male, United-States, >50K
64, Self-emp-not-inc,9, Married-civ-spouse, Sales, White, Male, United-States, <=50K
42, Federal-gov,9, Married-civ-spouse, Adm-clerical, White, Male, United-States, >50K
25, Private,9, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
66, Private,10, Widowed, Sales, White, Female, United-States, >50K
59, Federal-gov,14, Never-married, Prof-specialty, White, Female, ?, >50K
42, Self-emp-not-inc,10, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
24, Private,9, Never-married, Farming-fishing, White, Male, United-States, <=50K
19, Private,9, Never-married, Handlers-cleaners, White, Female, United-States, <=50K
26, Private,10, Never-married, Sales, White, Female, United-States, <=50K
22, Private,9, Never-married, Other-service, Black, Male, United-States, <=50K
33, Private,10, Married-civ-spouse, Sales, White, Male, United-States, <=50K
63, Private,7, Never-married, Farming-fishing, White, Male, United-States, <=50K
20, Private,10, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
33, Private,3, Married-spouse-absent, Craft-repair, White, Male, Mexico, <=50K
57, ?,4, Married-civ-spouse, ?, White, Female, Puerto-Rico, <=50K
56, Private,9, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
70, Self-emp-not-inc,11, Married-civ-spouse, Farming-fishing, White, Male, United-States, >50K
42, Private,9, Married-civ-spouse, Tech-support, White, Male, United-States, >50K
25, Local-gov,13, Never-married, Prof-specialty, Black, Female, United-States, <=50K
28, Private,10, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, >50K
80, Self-emp-not-inc,9, Married-civ-spouse, Other-service, White, Male, United-States, <=50K
36, Private,6, Never-married, Transport-moving, Black, Female, United-States, <=50K
37, Private,14, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
38, Private,9, Married-civ-spouse, Adm-clerical, White, Male, United-States, >50K
52, State-gov,9, Separated, Other-service, White, Female, United-States, <=50K
49, Private,9, Widowed, Adm-clerical, White, Female, United-States, <=50K
30, Private,9, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
36, Private,10, Married-civ-spouse, Sales, Black, Male, United-States, >50K
70, Self-emp-inc,15, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
55, Private,10, Widowed, Farming-fishing, White, Male, United-States, >50K
25, Private,13, Widowed, Exec-managerial, White, Female, United-States, <=50K
59, Private,9, Married-civ-spouse, Machine-op-inspct, White, Female, Italy, >50K
22, Private,10, Never-married, Craft-repair, White, Male, United-States, <=50K
41, Local-gov,12, Separated, Craft-repair, White, Male, United-States, <=50K
62, Private,9, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
54, Private,9, Never-married, Adm-clerical, White, Female, United-States, <=50K
38, Private,9, Never-married, Other-service, Black, Female, United-States, <=50K
52, Private,9, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
36, Private,7, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, <=50K
74, Self-emp-inc,9, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
35, Self-emp-not-inc,3, Married-civ-spouse, Other-service, White, Female, Mexico, <=50K
41, Private,8, Divorced, Adm-clerical, Amer-Indian-Eskimo, Male, United-States, <=50K
30, Private,11, Married-civ-spouse, Tech-support, White, Female, United-States, <=50K
25, Private,9, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, <=50K
35, Private,10, Never-married, Exec-managerial, White, Male, United-States, >50K
38, Private,13, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
34, State-gov,14, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, >50K
48, Private,14, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
50, Self-emp-not-inc,3, Never-married, Tech-support, Asian-Pac-Islander, Female, United-States, <=50K
19, Private,9, Never-married, Adm-clerical, White, Female, United-States, <=50K
51, Private,10, Married-civ-spouse, Sales, White, Male, United-States, <=50K
39, Private,13, Divorced, Adm-clerical, White, Male, United-States, <=50K
20, Private,7, Never-married, Other-service, White, Female, United-States, <=50K
17, Private,7, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
42, Private,10, Married-civ-spouse, Sales, White, Male, United-States, >50K
25, Private,10, Never-married, Other-service, Other, Female, Ecuador, <=50K
36, Private,9, Divorced, Adm-clerical, White, Female, United-States, <=50K
65, Private,16, Widowed, Prof-specialty, White, Female, United-States, <=50K
32, Self-emp-not-inc,13, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, >50K
33, Self-emp-inc,13, Never-married, Prof-specialty, White, Male, United-States, <=50K
32, State-gov,10, Never-married, Tech-support, Black, Female, United-States, <=50K
25, Private,9, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
41, Local-gov,10, Divorced, Protective-serv, White, Female, United-States, <=50K
44, Private,9, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
72, Private,6, Married-civ-spouse, Other-service, White, Male, United-States, <=50K
36, Private,9, Divorced, Exec-managerial, White, Male, United-States, <=50K
67, Self-emp-not-inc,9, Married-civ-spouse, Farming-fishing, White, Male, United-States, <=50K
28, Private,9, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
24, Private,7, Married-civ-spouse, Handlers-cleaners, Other, Male, United-States, <=50K
17, Private,4, Never-married, Sales, White, Male, United-States, <=50K
32, Self-emp-not-inc,13, Divorced, Exec-managerial, Black, Female, United-States, <=50K
67, Private,7, Widowed, Other-service, White, Female, United-States, <=50K
21, ?,10, Never-married, ?, Asian-Pac-Islander, Male, Vietnam, <=50K
51, Private,14, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male, India, <=50K
32, Private,2, Never-married, Craft-repair, White, Male, Guatemala, <=50K
39, Private,10, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
18, Self-emp-not-inc,10, Never-married, Craft-repair, White, Female, United-States, <=50K
50, Self-emp-not-inc,13, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
24, Private,6, Never-married, Sales, White, Female, United-States, <=50K
21, Local-gov,10, Never-married, Adm-clerical, White, Female, United-States, <=50K
24, Private,13, Never-married, Adm-clerical, Asian-Pac-Islander, Female, United-States, <=50K
34, Private,11, Never-married, Other-service, White, Male, United-States, <=50K
68, ?,6, Married-civ-spouse, ?, White, Male, United-States, <=50K
49, Self-emp-not-inc,6, Never-married, Craft-repair, Black, Male, United-States, <=50K
50, Private,9, Divorced, Machine-op-inspct, Amer-Indian-Eskimo, Female, United-States, <=50K
33, Private,12, Divorced, Exec-managerial, White, Female, United-States, <=50K
18, Private,10, Never-married, Adm-clerical, White, Male, United-States, <=50K
45, Private,11, Divorced, Adm-clerical, White, Female, United-States, >50K
20, Private,9, Never-married, Sales, White, Female, United-States, <=50K
46, Self-emp-inc,13, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
64, Local-gov,9, Widowed, Adm-clerical, White, Female, United-States, <=50K
39, Private,16, Never-married, Prof-specialty, White, Male, United-States, <=50K
35, Private,9, Never-married, Craft-repair, White, Male, United-States, <=50K
21, Private,10, Never-married, Other-service, White, Male, United-States, <=50K
29, Private,12, Never-married, Tech-support, White, Male, United-States, <=50K
38, State-gov,13, Married-civ-spouse, Exec-managerial, Black, Female, United-States, >50K
45, Private,9, Divorced, Other-service, White, Female, United-States, <=50K
30, Self-emp-not-inc,14, Divorced, Prof-specialty, Asian-Pac-Islander, Male, India, >50K
41, Private,10, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
37, Private,9, Never-married, Craft-repair, Asian-Pac-Islander, Male, Hong, <=50K
45, Private,13, Married-civ-spouse, Sales, White, Male, United-States, >50K
20, ?,9, Never-married, ?, White, Female, United-States, <=50K
45, Self-emp-inc,9, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
20, Federal-gov,9, Never-married, Adm-clerical, White, Male, United-States, <=50K
63, Self-emp-inc,10, Widowed, Sales, White, Female, United-States, >50K
35, Self-emp-not-inc,10, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
24, Private,13, Married-civ-spouse, Prof-specialty, White, Male, United-States, <=50K
19, Private,10, Never-married, Transport-moving, White, Male, United-States, <=50K
23, Private,9, Never-married, Other-service, White, Male, United-States, <=50K
34, Private,13, Never-married, Prof-specialty, White, Female, United-States, <=50K
23, ?,7, Never-married, ?, Black, Male, United-States, <=50K
36, Self-emp-not-inc,3, Married-civ-spouse, Transport-moving, White, Male, Mexico, >50K
46, Private,9, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
38, Local-gov,13, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
55, Local-gov,8, Widowed, Adm-clerical, White, Female, United-States, <=50K
27, Private,10, Never-married, Adm-clerical, Asian-Pac-Islander, Male, India, <=50K
48, Private,10, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
35, Private,9, Divorced, Other-service, White, Female, United-States, <=50K
53, Private,10, Married-civ-spouse, Craft-repair, Black, Male, United-States, >50K
47, Private,9, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
50, Private,10, Divorced, Craft-repair, White, Male, United-States, <=50K
32, Private,10, Married-civ-spouse, Sales, White, Male, United-States, <=50K
40, Private,9, Married-civ-spouse, Handlers-cleaners, White, Male, United-States, <=50K
41, Private,10, Married-civ-spouse, Sales, White, Male, United-States, >50K
47, Federal-gov,13, Divorced, Prof-specialty, White, Male, United-States, <=50K
21, Private,10, Never-married, Sales, Black, Female, United-States, <=50K
45, Local-gov,14, Married-civ-spouse, Adm-clerical, White, Male, United-States, <=50K
33, Private,4, Never-married, Other-service, Black, Female, Trinadad&Tobago, <=50K
68, Without-pay,10, Married-spouse-absent, Farming-fishing, White, Female, United-States, <=50K
44, Private,15, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
49, Private,6, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, <=50K
45, Private,16, Married-civ-spouse, Prof-specialty, White, Male, Poland, >50K
41, Private,10, Married-civ-spouse, Transport-moving, White, Male, United-States, >50K
29, Private,4, Married-civ-spouse, Transport-moving, White, Male, Mexico, <=50K
46, Private,10, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Male, ?, <=50K
19, Private,9, Never-married, Craft-repair, White, Male, Mexico, <=50K
56, Private,6, Married-civ-spouse, Handlers-cleaners, White, Male, United-States, <=50K
55, Self-emp-not-inc,9, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
29, Private,9, Never-married, Craft-repair, White, Male, United-States, <=50K
21, Private,9, Never-married, Priv-house-serv, White, Female, United-States, <=50K
38, Private,9, Divorced, Craft-repair, White, Male, ?, <=50K
52, Private,3, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
22, Private,9, Never-married, Other-service, White, Female, United-States, <=50K
20, Private,9, Married-civ-spouse, Adm-clerical, White, Male, United-States, <=50K
31, Private,9, Never-married, Craft-repair, Black, Male, England, <=50K
39, Private,9, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
55, Private,10, Divorced, Tech-support, White, Female, United-States, <=50K
35, Private,12, Separated, Sales, White, Male, United-States, <=50K
67, ?,9, Married-civ-spouse, ?, White, Female, United-States, <=50K
45, Private,13, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
61, Private,14, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
18, Private,9, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
51, State-gov,13, Widowed, Adm-clerical, White, Male, United-States, <=50K
37, Self-emp-not-inc,9, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, <=50K
21, ?,10, Never-married, ?, White, Female, United-States, <=50K
32, Private,10, Never-married, Other-service, White, Female, United-States, <=50K
48, Private,9, Separated, Craft-repair, Black, Male, United-States, <=50K
62, Private,4, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
21, ?,10, Never-married, ?, White, Male, United-States, <=50K
28, Private,9, Never-married, Transport-moving, White, Male, United-States, <=50K
19, Private,6, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
20, Private,10, Never-married, Adm-clerical, White, Female, United-States, <=50K
41, Private,13, Married-civ-spouse, Farming-fishing, White, Male, United-States, <=50K
29, Private,13, Never-married, Adm-clerical, Black, Female, United-States, <=50K
47, Private,13, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
43, State-gov,13, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
20, Private,10, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
29, Private,13, Married-civ-spouse, Exec-managerial, Black, Male, United-States, >50K
51, Federal-gov,13, Widowed, Prof-specialty, Black, Female, United-States, <=50K
40, Private,11, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
26, Private,3, Never-married, Transport-moving, White, Male, Mexico, <=50K
30, Private,13, Never-married, Prof-specialty, White, Female, United-States, <=50K
36, Private,9, Widowed, Other-service, White, Female, United-States, <=50K
68, Local-gov,9, Widowed, Protective-serv, White, Male, United-States, <=50K
42, Private,10, Never-married, Tech-support, White, Female, United-States, >50K
41, Private,9, Married-civ-spouse, Handlers-cleaners, White, Male, United-States, <=50K
43, Private,13, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
20, Private,10, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
43, Private,13, Divorced, Tech-support, White, Male, United-States, <=50K
53, Private,9, Married-civ-spouse, Sales, White, Male, United-States, >50K
45, Private,10, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
39, Private,9, Never-married, Farming-fishing, White, Male, United-States, <=50K
31, Local-gov,14, Married-civ-spouse, Prof-specialty, White, Male, United-States, <=50K
23, Private,10, Never-married, Sales, Asian-Pac-Islander, Male, Philippines, <=50K
69, ?,9, Divorced, ?, White, Female, United-States, <=50K
38, State-gov,14, Divorced, Adm-clerical, White, Female, United-States, <=50K
37, Self-emp-not-inc,9, Married-civ-spouse, Transport-moving, White, Male, Cuba, >50K
18, Private,9, Never-married, Machine-op-inspct, White, Female, United-States, <=50K
41, Self-emp-not-inc,9, Married-civ-spouse, Exec-managerial, White, Male, Mexico, <=50K
30, Private,13, Married-civ-spouse, Sales, White, Female, United-States, >50K
23, ?,12, Married-civ-spouse, ?, White, Male, United-States, <=50K
26, Private,13, Never-married, Prof-specialty, White, Male, United-States, <=50K
37, Private,9, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
25, Private,10, Never-married, Tech-support, Black, Female, United-States, <=50K
33, Private,10, Married-civ-spouse, Prof-specialty, White, Male, Peru, >50K
37, Private,13, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
31, Private,13, Never-married, Tech-support, White, Male, United-States, <=50K
27, Private,10, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
35, Private,14, Married-civ-spouse, Sales, White, Male, United-States, >50K
28, Self-emp-not-inc,10, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
59, Private,9, Never-married, Adm-clerical, White, Male, Guatemala, <=50K
42, Private,13, Married-civ-spouse, Prof-specialty, White, Male, United-States, <=50K
50, Private,9, Married-civ-spouse, Transport-moving, White, Male, United-States, >50K
27, ?,12, Never-married, ?, White, Female, United-States, <=50K
32, Private,10, Divorced, Machine-op-inspct, White, Female, United-States, <=50K
27, Private,9, Separated, Craft-repair, Black, Male, United-States, <=50K
43, Private,13, Divorced, Machine-op-inspct, White, Male, United-States, <=50K
46, Private,7, Divorced, Prof-specialty, Amer-Indian-Eskimo, Male, United-States, >50K
41, Private,10, Married-civ-spouse, Sales, White, Male, United-States, >50K
59, Local-gov,14, Divorced, Prof-specialty, White, Female, United-States, >50K
20, Private,10, Never-married, Sales, White, Female, United-States, <=50K
57, Private,13, Married-civ-spouse, Exec-managerial, White, Male, ?, >50K
46, Self-emp-not-inc,9, Married-civ-spouse, Farming-fishing, White, Male, United-States, <=50K
45, Private,4, Married-civ-spouse, Machine-op-inspct, Black, Male, United-States, <=50K
29, Local-gov,9, Never-married, Handlers-cleaners, Asian-Pac-Islander, Male, United-States, <=50K
23, Private,7, Married-civ-spouse, Handlers-cleaners, White, Male, Mexico, <=50K
46, Private,9, Never-married, Transport-moving, White, Male, United-States, <=50K
55, ?,9, Married-civ-spouse, ?, White, Male, United-States, >50K
58, Private,10, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
38, Private,11, Never-married, Exec-managerial, Asian-Pac-Islander, Female, United-States, <=50K
29, Private,10, Never-married, Sales, White, Male, United-States, <=50K
57, ?,9, Divorced, ?, Asian-Pac-Islander, Male, United-States, <=50K
26, Local-gov,13, Never-married, Prof-specialty, White, Female, United-States, <=50K
42, Private,13, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Male, Philippines, >50K
61, Private,9, Separated, Transport-moving, Asian-Pac-Islander, Male, United-States, >50K
31, Private,10, Married-civ-spouse, Sales, White, Male, United-States, >50K
43, Private,9, Divorced, Machine-op-inspct, White, Male, United-States, <=50K
47, Private,13, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
51, State-gov,9, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
23, Private,9, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
24, Private,9, Never-married, Machine-op-inspct, White, Female, United-States, <=50K
25, Private,10, Never-married, Adm-clerical, White, Male, ?, <=50K
22, ?,10, Never-married, ?, White, Male, United-States, <=50K
38, Private,11, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
48, Private,9, Married-civ-spouse, Handlers-cleaners, White, Female, United-States, >50K
33, Private,9, Never-married, Craft-repair, White, Male, United-States, <=50K
46, Private,14, Married-civ-spouse, Exec-managerial, White, Male, ?, >50K
18, Private,4, Never-married, Other-service, Asian-Pac-Islander, Female, Philippines, <=50K
52, Private,9, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
46, Private,13, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
28, Private,9, Never-married, Prof-specialty, White, Male, United-States, <=50K
37, Private,10, Never-married, Other-service, Asian-Pac-Islander, Male, Vietnam, <=50K
23, ?,10, Never-married, ?, White, Female, United-States, <=50K
45, Local-gov,14, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
17, Private,6, Never-married, Sales, White, Female, United-States, <=50K
56, Private,14, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
38, Self-emp-inc,12, Divorced, Exec-managerial, White, Male, United-States, <=50K
81, Private,4, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
22, Private,10, Never-married, Machine-op-inspct, White, Female, United-States, <=50K
43, State-gov,10, Divorced, Adm-clerical, White, Female, United-States, <=50K
31, Private,12, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
42, Self-emp-not-inc,13, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
66, ?,10, Married-civ-spouse, ?, White, Male, United-States, <=50K
50, Private,9, Married-civ-spouse, Transport-moving, White, Male, United-States, >50K
31, Private,10, Separated, Handlers-cleaners, White, Male, United-States, <=50K
35, Private,10, Divorced, Exec-managerial, White, Female, United-States, <=50K
21, ?,10, Never-married, ?, White, Female, United-States, <=50K
36, Private,13, Separated, Other-service, Black, Female, United-States, <=50K
33, Private,4, Married-civ-spouse, Farming-fishing, White, Male, Mexico, <=50K
36, Private,13, Divorced, Prof-specialty, Black, Female, United-States, <=50K
37, ?,9, Married-civ-spouse, ?, White, Male, United-States, <=50K
50, Private,9, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
55, Private,10, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
29, Private,9, Divorced, Machine-op-inspct, White, Female, United-States, <=50K
24, Private,10, Never-married, Other-service, Black, Female, Haiti, <=50K
39, Federal-gov,10, Divorced, Adm-clerical, White, Male, United-States, >50K
34, Private,13, Never-married, Sales, White, Male, United-States, <=50K
29, Private,4, Divorced, Craft-repair, White, Female, United-States, <=50K
60, Private,10, Married-civ-spouse, Craft-repair, Other, Male, United-States, >50K
33, Private,14, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
58, Private,5, Never-married, Handlers-cleaners, White, Male, El-Salvador, <=50K
27, Private,10, Separated, Sales, White, Male, United-States, <=50K
46, State-gov,10, Divorced, Protective-serv, Amer-Indian-Eskimo, Female, United-States, <=50K
63, Private,9, Divorced, Protective-serv, White, Male, United-States, <=50K
38, Self-emp-not-inc,10, Divorced, Other-service, White, Female, United-States, <=50K
23, Private,10, Never-married, Craft-repair, White, Male, United-States, <=50K
29, Private,13, Never-married, Prof-specialty, White, Female, United-States, >50K
31, Private,15, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
49, Self-emp-inc,9, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
45, Self-emp-inc,16, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
42, Private,5, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
48, Private,9, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, <=50K
33, Private,9, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
24, Private,10, Never-married, Adm-clerical, White, Male, United-States, <=50K
49, Self-emp-not-inc,10, Married-civ-spouse, Sales, White, Male, United-States, <=50K
40, Private,10, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, <=50K
57, Private,11, Married-civ-spouse, Prof-specialty, White, Male, United-States, <=50K
50, Private,9, Divorced, Adm-clerical, White, Female, United-States, <=50K
46, Private,13, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
35, Self-emp-not-inc,10, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
19, Private,10, Never-married, Other-service, White, Female, United-States, <=50K
18, Private,6, Never-married, Other-service, White, Female, United-States, <=50K
20, Private,9, Never-married, Craft-repair, White, Male, United-States, <=50K
42, Private,9, Divorced, Transport-moving, White, Male, United-States, <=50K
46, Private,9, Married-civ-spouse, Machine-op-inspct, Asian-Pac-Islander, Male, Cambodia, >50K
40, Federal-gov,9, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
54, Private,14, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Male, United-States, >50K
28, Private,9, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
38, Private,10, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
28, Private,10, Never-married, Priv-house-serv, White, Female, United-States, <=50K
22, Private,7, Never-married, Craft-repair, White, Male, United-States, <=50K
31, Private,13, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
27, Private,9, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
45, Private,13, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
38, Private,13, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
67, Self-emp-not-inc,12, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
75, Private,14, Never-married, Protective-serv, White, Male, United-States, <=50K
41, Private,14, Divorced, Exec-managerial, Black, Female, United-States, >50K
37, Private,13, Married-civ-spouse, Sales, White, Male, United-States, >50K
47, Private,9, Never-married, Exec-managerial, White, Female, Cuba, <=50K
34, Local-gov,13, Married-civ-spouse, Prof-specialty, White, Male, Mexico, >50K
25, Private,9, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
52, Private,9, Widowed, Adm-clerical, White, Female, United-States, <=50K
27, State-gov,9, Never-married, Protective-serv, White, Male, United-States, <=50K
35, Private,9, Never-married, Farming-fishing, Other, Male, Puerto-Rico, <=50K
44, Local-gov,8, Married-civ-spouse, Other-service, White, Female, Mexico, <=50K
27, Local-gov,9, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
42, Private,10, Never-married, Tech-support, White, Male, United-States, <=50K
26, Private,5, Never-married, Other-service, White, Female, El-Salvador, <=50K
23, Private,9, Never-married, Prof-specialty, White, Male, Canada, <=50K
28, Private,9, Never-married, Prof-specialty, Amer-Indian-Eskimo, Female, United-States, <=50K
38, Self-emp-not-inc,9, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
28, Private,10, Never-married, Craft-repair, White, Male, United-States, <=50K
29, Private,9, Never-married, Adm-clerical, White, Female, United-States, <=50K
56, Self-emp-not-inc,5, Married-civ-spouse, Exec-managerial, White, Male, Columbia, <=50K
23, ?,13, Never-married, ?, Asian-Pac-Islander, Male, United-States, <=50K
30, Private,10, Never-married, Exec-managerial, Black, Female, United-States, <=50K
48, Private,10, Married-civ-spouse, Handlers-cleaners, White, Male, United-States, <=50K
45, Self-emp-not-inc,10, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Male, ?, <=50K
38, Private,14, Married-civ-spouse, Exec-managerial, White, Male, Cuba, >50K
24, Private,9, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
47, State-gov,16, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
22, Private,9, Never-married, Other-service, White, Female, ?, <=50K
29, Private,10, Never-married, Prof-specialty, White, Female, United-States, <=50K
45, Private,12, Divorced, Craft-repair, White, Male, United-States, <=50K
24, Private,9, Never-married, Craft-repair, White, Male, United-States, <=50K
40, Private,9, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, <=50K
28, Local-gov,5, Married-civ-spouse, Craft-repair, Black, Male, Trinadad&Tobago, >50K
46, Federal-gov,13, Divorced, Prof-specialty, White, Female, United-States, >50K
34, ?,10, Married-civ-spouse, ?, White, Female, United-States, <=50K
32, Private,10, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, <=50K
20, Private,9, Never-married, Sales, White, Male, United-States, <=50K
23, Private,10, Never-married, Other-service, White, Male, Mexico, <=50K
46, Private,9, Married-civ-spouse, Other-service, White, Male, United-States, <=50K
21, Private,9, Never-married, Sales, White, Female, United-States, <=50K
59, Private,14, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Male, United-States, >50K
31, Private,10, Married-civ-spouse, Prof-specialty, White, Male, United-States, <=50K
48, Private,10, Divorced, Exec-managerial, White, Female, United-States, <=50K
34, Private,4, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
19, Private,10, Never-married, Other-service, White, Male, United-States, <=50K
20, Private,10, Never-married, Sales, White, Male, United-States, <=50K
29, Private,13, Never-married, Prof-specialty, White, Male, United-States, <=50K
54, Private,10, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
36, Private,9, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
43, Private,13, Never-married, Sales, White, Male, United-States, >50K
46, Federal-gov,13, Married-civ-spouse, Tech-support, White, Male, United-States, >50K
33, Private,14, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
33, Private,6, Divorced, Other-service, White, Female, United-States, <=50K
36, Private,10, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
37, Private,9, Married-civ-spouse, Handlers-cleaners, White, Male, United-States, >50K
37, ?,11, Married-civ-spouse, ?, White, Male, United-States, >50K
64, ?,8, Married-civ-spouse, ?, White, Male, United-States, <=50K
45, Self-emp-not-inc,9, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
25, Private,13, Never-married, Adm-clerical, White, Female, United-States, <=50K
28, Private,11, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, <=50K
26, Private,9, Never-married, Adm-clerical, White, Female, United-States, <=50K
23, Private,9, Never-married, Priv-house-serv, White, Male, United-States, <=50K
24, Private,9, Never-married, Exec-managerial, White, Female, United-States, <=50K
